doc_id,contents,data_type,metadata
centers_114,"센터명: 고려대학교 크림슨창업지원단
센터 유형: 창업보육센터
보유 공간 수: 15
건물명: 고려대학교 크림슨창업지원단
주소: 서울특별시 성북구 안암로 145 (안암동5가)
우편번호: 02841
지역 구분: 서울특별시
센터 소개 유형: 4차 산업혁명에 대응하고 창업활성화를 위하여 교내 창업지원에 관한 컨트롤타워 역할을 담당 창업선도대학 육성사업 신청요건을 충족하기 위한 창업지원 전담조직을 구성 및 운영하고 사업 준비와 사업 선정 후 사업 수행을 담당하고 본교는 산학협력단 산하 크림슨창업센터를 확대 개편하여 연구부총장 산하 직속기관으로 “크림슨창업지원단”을 신설하였습니다.",centers,{'dummy': None}
centers_115,"센터명: 상지대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 68
건물명: 상지대학교 창업보육건물
주소: 강원도 원주시 상지대길 83
우편번호: 26339
지역 구분: 강원도
홈페이지: http://www.sjbic.com
센터 소개 유형: 센터장 및 보육매니저의 이론과 실무를 겸비한 지도능력으로 기업에 현장감 있는 지도제공&nbsp;, 내/외부네트워크와의 긴밀한 협조체제로 기업이 꼭 필요한 요구사항을 꼭 필요한 시기에 꼭 필요한 만큼 제공하는 JIT방식의 기업지원,&nbsp; 그 간의 주요 성과 - 2006년 ~ 2008년 3년 연속 창업보육센터 운영평가 최우수 등급 - 2007년 11월 대통령직속 중소기업특별위원장 표창(창업지원기관) - 2009년 6월 확장형 창업보육센터 준공 - 2008년 11월 강원도 대학생 창업동아리 경진대회 최우수상 수상 - 보육기업 평균 매출증가율 : 20%이상(2006년 이후 현재까지)",centers,{'dummy': None}
centers_116,"센터명: 중진공 대구 창업보육센터(Post-BI)
센터 유형: 창업보육센터
보유 공간 수: 22
건물명: 계명대학교 기업도약지원센터
주소: 대구광역시 달서구 성서공단북로 235
우편번호: 42702
지역 구분: 대구광역시
홈페이지: https://newcms.kmu.ac.kr/kubic2022/index.do
센터 소개 유형: 계명대학교 산학협력단은 중소벤처기업진흥공단 대구 창업보육센터(POST-BI)를 위탁 운영하고 있습니다. 기술력과 성장잠재력이 있는 우수한 중소벤처기업을 발굴하여 산학연구를 통한 기술지원과 경영 강화, CEO 및 재직자 교육, 투자 연계 등 다양한 각도로 기업의 지속적인 도약을 지원합니다.",centers,{'dummy': None}
centers_117,"센터명: 공주대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 17
건물명: 산학연구관(공주캠퍼스)
주소: 충청남도 공주시 공주대학로 56
우편번호: 32588
지역 구분: 충청남도
홈페이지: http://sanhak.kongju.ac.kr
센터 소개 유형: <p style=""line-height: 1.8; font-family: 'Nanum Gothic'; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;"" nanum="""" gothic';="""" font-size:="""" 14pt;="""" margin-top:="""" 0px;="""" margin-bottom:="""" 0px;'=""""><span style=""font-size: 14pt; font-family: 'Nanum Gothic'; line-height: 1.8; margin-top: 0px; margin-bottom: 0px;"">공주대학교 창업보육센터는 지난 99년도에 개소한 이래 신기술 창업자의 발굴,&nbsp;</span><span style=""font-size: 14pt; font-family: 'Nanum Gothic'; line-height: 1.8; margin-top: 0px; margin-bottom: 0px;"">지역산업의 생산 및 경쟁력 향상,&nbsp;</span></p><p style=""line-height: 1.8; font-family: 'Nanum Gothic'; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;"" nanum="""" gothic';="""" font-size:="""" 14pt;="""" margin-top:="""" 0px;="""" margin-bottom:="""" 0px;'=""""><span style=""font-size: 14pt; font-family: 'Nanum Gothic'; line-height: 1.8; margin-top: 0px; margin-bottom: 0px;"">고용구조의 안정화를 통한 산업구조의&nbsp;</span><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">고도화에 기여 한다는 설립 목적을 가지고 운영하고 있습니다.&nbsp;</span></p><p style=""line-height: 1.8; font-family: 'Nanum Gothic'; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;"" nanum="""" gothic';="""" font-size:="""" 14pt;="""" margin-top:="""" 0px;="""" margin-bottom:="""" 0px;'=""""><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">또한, 사업화,&nbsp;</span><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">마케팅, 글로벌 진출, 투자서비스, 네트워크, 경영 및 행정 등의 지원으로&nbsp;</span><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">유망 창업자 발굴과 창업 분위기 조성,</span></p><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">창업 후속 세대의 육성을 위한&nbsp;</span><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">노력을 기울이고 있습니다.&nbsp;</span><p style=""line-height: 1.8; font-family: 'Nanum Gothic'; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;"" nanum="""" gothic';="""" font-size:="""" 14pt;="""" margin-top:="""" 0px;="""" margin-bottom:="""" 0px;'=""""><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">센터는 공주-천안에</span><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">&nbsp;</span><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">BI를 운영함으로써 각 지역에 특화된 중소기업 육성을 통해</span></p><p style=""line-height: 1.8; font-family: 'Nanum Gothic'; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;"" nanum="""" gothic';="""" font-size:="""" 14pt;="""" margin-top:="""" 0px;="""" margin-bottom:="""" 0px;'=""""><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">선택과 집중으로 지역경제 발전에 앞장서고 있습니다.</span></p>&nbsp;",centers,{'dummy': None}
centers_118,"센터명: 공주대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 23
건물명: 산학협력관(천안캠퍼스)
주소: 충남 천안시 서북구 천안대로 1223-24 (부대동, 공주대학교천안공과대학)
우편번호: 31080
지역 구분: 충청남도
홈페이지: http://sanhak.kongju.ac.kr
센터 소개 유형: <p style=""line-height: 1.8; font-family: 'Nanum Gothic'; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;"" nanum="""" gothic';="""" font-size:="""" 14pt;="""" margin-top:="""" 0px;="""" margin-bottom:="""" 0px;'=""""><span style=""font-size: 14pt; font-family: 'Nanum Gothic'; line-height: 1.8; margin-top: 0px; margin-bottom: 0px;"">공주대학교 창업보육센터는 지난 99년도에 개소한 이래 신기술 창업자의 발굴,&nbsp;</span><span style=""font-size: 14pt; font-family: 'Nanum Gothic'; line-height: 1.8; margin-top: 0px; margin-bottom: 0px;"">지역산업의 생산 및 경쟁력 향상,&nbsp;</span></p><p style=""line-height: 1.8; font-family: 'Nanum Gothic'; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;"" nanum="""" gothic';="""" font-size:="""" 14pt;="""" margin-top:="""" 0px;="""" margin-bottom:="""" 0px;'=""""><span style=""font-size: 14pt; font-family: 'Nanum Gothic'; line-height: 1.8; margin-top: 0px; margin-bottom: 0px;"">고용구조의 안정화를 통한 산업구조의&nbsp;</span><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">고도화에 기여 한다는 설립 목적을 가지고 운영하고 있습니다.&nbsp;</span></p><p style=""line-height: 1.8; font-family: 'Nanum Gothic'; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;"" nanum="""" gothic';="""" font-size:="""" 14pt;="""" margin-top:="""" 0px;="""" margin-bottom:="""" 0px;'=""""><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">또한, 사업화,&nbsp;</span><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">마케팅, 글로벌 진출, 투자서비스, 네트워크, 경영 및 행정 등의 지원으로&nbsp;</span><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">유망 창업자 발굴과 창업 분위기 조성,</span></p><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">창업 후속 세대의 육성을 위한&nbsp;</span><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">노력을 기울이고 있습니다.&nbsp;</span><p style=""line-height: 1.8; font-family: 'Nanum Gothic'; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;"" nanum="""" gothic';="""" font-size:="""" 14pt;="""" margin-top:="""" 0px;="""" margin-bottom:="""" 0px;'=""""><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">센터는 공주-천안에</span><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">&nbsp;</span><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">BI를 운영함으로써 각 지역에 특화된 중소기업 육성을 통해</span></p><p style=""line-height: 1.8; font-family: 'Nanum Gothic'; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;"" nanum="""" gothic';="""" font-size:="""" 14pt;="""" margin-top:="""" 0px;="""" margin-bottom:="""" 0px;'=""""><span style=""font-size: 14pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic';"">선택과 집중으로 지역경제 발전에 앞장서고 있습니다.</span></p>&nbsp;",centers,{'dummy': None}
centers_119,"센터명: 광양보건대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 15
건물명: 광양보건대학교 창업보육센터
주소: 전라남도 광양시 광양읍 대학로 85
우편번호: 57764
지역 구분: 전라남도
홈페이지: http://www.gy.ac.kr
센터 소개 유형: <p style=""line-height: 1.8; font-family: 'Nanum Gothic'; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;""><span style=""font-size: 14pt; font-family: 'Nanum Gothic'; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">창업보육센터(Business Incubator)는 기술에 대한 기술성, 사업성, 시장성 등은 가지고 있으나 자금, 사업장 및 시설확보에 어려움이 있는 일반창업자, 교수 및 연구원 등 창업자에게 공동작업장이나 보육실 등의 시설을 저렴하게 제공하며, 아울러 경영, 세무, 기술지도 등의 지원을 통해 창업에 따른 위험 부담을 줄이고 원할한 성장을 유도하여 성공 가능성을 높이기 위해 지원하고 있습니다. 또한 창업보육센터는 기술과 아이디어는 있으나, 제반 창업 여건이 취약하여 사업화에 어려움을 겪고 있는 예비창업자(창업초기)를 입주시켜 기술개발에 필요한 장비 및 사업장을 제공하고, 기술 및 경영지도, 자금지원 등 창업에 필요한 종합적인 지원을 통하여 창업 활성화 및 성공률을 높이기 위한 디딤돌 역할을 하고 있습니다</span></p>",centers,{'dummy': None}
centers_120,"센터명: 호서대학교 벤처창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 69
건물명: 호서벤처 창업보육건물
주소: 충청남도 아산시 배방읍 호서로79번길 20
우편번호: 31499
지역 구분: 충청남도
홈페이지: http://startup.hoseo.ac.kr
센터 소개 유형: 창업을 희망하는 자에게 교육 및 정보를 제공하고 창업에 필요한 종합적인 경영지원을 함으로써 기술집약형 중소 제조업의 창업촉진과 창업성공률을 제고하여 지역경제 발전과 산업구조의 고도화를 실현합니다.",centers,{'dummy': None}
centers_121,"센터명: 전주대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 104
건물명: 대학본관
주소: 전북 전주시 완산구 천잠로 303 (효자동2가, 전주대학교)
우편번호: 55069
지역 구분: 전라북도
센터 소개 유형: 전주 1인 창조기업 지원센터는 전통문화 &amp; IoT &amp; 산업클러스터를 통한 창조기업 브랜드 강화를 목표로 지역의 IT/CT 산업 경쟁력 강화를 위해 유망 1인 창조기업의 발굴 및 육성을 목표로 하고 있습니다",centers,{'dummy': None}
centers_122,"센터명: 전주대학교 창업보육센터
센터 유형: 창업보육센터
건물명: 벤처창업관
주소: 전북 전주시 완산구 천잠로 303 (효자동2가, 전주대학교)
우편번호: 55069
지역 구분: 전라북도
센터 소개 유형: 전주 1인 창조기업 지원센터는 전통문화 &amp; IoT &amp; 산업클러스터를 통한 창조기업 브랜드 강화를 목표로 지역의 IT/CT 산업 경쟁력 강화를 위해 유망 1인 창조기업의 발굴 및 육성을 목표로 하고 있습니다",centers,{'dummy': None}
centers_123,"센터명: 전북과학대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 21
건물명: 전북과학대학교 창업보육건물
주소: 전라북도 정읍시 정읍사로 509
우편번호: 56204
지역 구분: 전라북도
홈페이지: http://cbi.jbsc.ac.kr
센터 소개 유형: 21C 중심산업인 농생명공학, 바이오산업분야의 예비창업자 및 창업초기 기업에게 창업공간 및 각종 경영ㆍ기술지도 등의 체계적인 지원을 통하여 창의적인 아이디어 및 신기술을 중심으로 조기에 사업화 할 수 있는 기반을 통하여 중소ㆍ벤처기업의 창업활성화 및 성공률 제고등으로 지역경제 발전을 실현하고자 설립하였습니다.",centers,{'dummy': None}
centers_124,"센터명: 제주대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 73
건물명: 제주대학교 창업보육건물
주소: 제주특별자치도 제주시 중앙로14길 21
우편번호: 63169
지역 구분: 제주특별자치도
홈페이지: http://jnubi.jejunu.ac.kr
센터 소개 유형: <p style='line-height: 33.6px; font-family: ""Nanum Gothic""; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;'> 참신한 아이디어와 기술 및 사업성은 있으나 제반 창업여건 취약으로 사업화에 어려움을 겪고 있는 예비창업자나 신규 창업자들에게 일정기간 입주하여 창업에 필요한 기술개발 또는 시제품제작 활동을 할 수 있도록 시설 및 공간을 지원한다. 시설은 개별 사무실과 시제품 제작을 할 수 있는 공동작업장이며, 공동작업장에는 공과대학 부속공장 장비인 머시닝센터, 와이어커팅기 등을 비롯한 선반, 밀링, 용접기, 계측기 등 범용공작기를 보유하고 있다. 또한 정보자료실에는 사무용 기기인 복사기, 팩시밀리, 프린터, 코팅기 등을 구비하여 필요시 사용할 수 있도록 하고 있다. 그리고 창업성공을 돕기 위해 경영, 회계, 법률 지적소유권 분야인 전문가를 자문위원으로 구성하여 관련분야의 애로사항을 덜어주고 입주업체의 연구분야와 맞는 교수를 자문교수로 위촉하여 효과적인 연구개발이 이루어지도록 하고 있다. </p>",centers,{'dummy': None}
centers_125,"센터명: 제주국제대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 17
건물명: 제주국제대학교 창업보육건물
주소: 제주특별자치도 제주시 516로 2870
우편번호: 63309
지역 구분: 제주특별자치도
홈페이지: http://www.jeju.ac.kr
센터 소개 유형: <span style=""font-size: 14pt; font-family: 'Nanum Gothic'; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">제주국제대학교 산학협력단은 중앙정부, 지자체 및 산업체와의 공동협력사업 추진과 지원 업무를 수행하기 위해 설립되었으며, 진리탐구, 인간존중, 미래 창조의 교육이념 아래 각종 연구사업, 지역산업진흥사업, 산학공동기술개발사업, 창업보육지원사업 등을 진행하고 있습니다.</span>",centers,{'dummy': None}
centers_126,"센터명: 충북보건과학대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 15
건물명: 창업1관
주소: 충청북도 청주시 청원구 내수읍 덕암길 10
우편번호: 28150
지역 구분: 충청북도
홈페이지: http://jstech.chsu.ac.kr
센터 소개 유형: <p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">충북보건과학대학교 창업보육센터는 기술과 아이디어는 있으나, 사업화에 어려움을 겪고있는 창업초기기업을 일정기간 입주시켜 기술개발에 필요한 범용기기 및 사업장 제공, 기술 및 경영지도, 자금지원 등 창업에 필요한 종합적인 지원을 통하여 창업 활성화 및 성공률을 높이기 위한 기업의 멘토 및 디딤돌 역할을 하고 있습니다.</p>&nbsp;",centers,{'dummy': None}
centers_127,"센터명: 충북보건과학대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 4
건물명: 창업2관
주소: 충북 청주시 청원구 내수읍 덕암길 10 (덕암리, 충북보건과학대학교)
우편번호: 28150
지역 구분: 충청북도
홈페이지: http://jstech.chsu.ac.kr
센터 소개 유형: <p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">충북보건과학대학교 창업보육센터는 기술과 아이디어는 있으나, 사업화에 어려움을 겪고있는 창업초기기업을 일정기간 입주시켜 기술개발에 필요한 범용기기 및 사업장 제공, 기술 및 경영지도, 자금지원 등 창업에 필요한 종합적인 지원을 통하여 창업 활성화 및 성공률을 높이기 위한 기업의 멘토 및 디딤돌 역할을 하고 있습니다.</p>&nbsp;",centers,{'dummy': None}
centers_128,"센터명: 충북보건과학대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 6
건물명: 창업5관
주소: 충북 청주시 청원구 내수읍 덕암길 10 (덕암리, 충북보건과학대학교)
우편번호: 28150
지역 구분: 충청북도
홈페이지: http://jstech.chsu.ac.kr
센터 소개 유형: <p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">충북보건과학대학교 창업보육센터는 기술과 아이디어는 있으나, 사업화에 어려움을 겪고있는 창업초기기업을 일정기간 입주시켜 기술개발에 필요한 범용기기 및 사업장 제공, 기술 및 경영지도, 자금지원 등 창업에 필요한 종합적인 지원을 통하여 창업 활성화 및 성공률을 높이기 위한 기업의 멘토 및 디딤돌 역할을 하고 있습니다.</p>&nbsp;",centers,{'dummy': None}
centers_129,"센터명: 가톨릭관동대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 18
건물명: 가톨릭관동대학교 창업보육건물
주소: 강원도 강릉시 사임당로 641-28
우편번호: 25451
지역 구분: 강원도
센터 소개 유형: <span style=""line-height: 33.6px; font-family: Nanum Gothic; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;"">가톨릭관동대학교 영동지역의 창업지원사업 육성을 위해 2001년도 창업보육센터 설립 이후 열정적이며 지속적인 창업보육지원사업 결과 2015년 1월 창업보육센터 운영평가 최우수 창업보육센터(강원도 2위)로 선정되었습니다. 통일 및 북방시대를 준비하는 환동해권 창업벨트 조성을 위해 창업지원단으로 확대 · 조직 편성되었으며 국내 최고의 창업 인프라를 갖추고 동해 · 삼척 · 양양 · 강릉 · 속초 · 원산을 아우르는 환동해권의 창업선도 거점역할을 충실히 감당할 것입니다.</span>",centers,{'dummy': None}
centers_130,"센터명: 중앙대휴먼테크노 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 22
건물명: 창업보육센터 1관(811관)
주소: 경기도 안성시 대덕면 서동대로 4726
우편번호: 17546
지역 구분: 경기도
홈페이지: http://changup.cau.ac.kr
센터 소개 유형: <p style='line-height: 33.6px; font-family: ""Nanum Gothic""; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;'> 중앙대학교 창업보육센터는 경기남부 거점 센터로 ""산학협력체계 구축을 통한 창업 경쟁력 강화"", ""기술집약형 중소기업 육성을 통한 지역산업구조 고도화"", ""지역특성에 적합한 벤처기업 창업촉진으로 지역 및 국가경제 활성화"" 라는 3가지의 운영 목적을 가지고 있습니다.&nbsp; 꿈을 향한 쉼 없는 도전! 중앙대학교 휴먼테크노 창업보육센터가 기업미래의 푸른하늘이 되어드리겠습니다.</p>",centers,{'dummy': None}
centers_131,"센터명: 중앙대휴먼테크노 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 14
건물명: 창업보육센터 2관(906관)
주소: 경기 안성시 대덕면 서동대로 4726 (내리, 중앙대학교)
우편번호: 17546
지역 구분: 경기도
홈페이지: http://changup.cau.ac.kr
센터 소개 유형: <p style='line-height: 33.6px; font-family: ""Nanum Gothic""; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;'> 중앙대학교 창업보육센터는 경기남부 거점 센터로 ""산학협력체계 구축을 통한 창업 경쟁력 강화"", ""기술집약형 중소기업 육성을 통한 지역산업구조 고도화"", ""지역특성에 적합한 벤처기업 창업촉진으로 지역 및 국가경제 활성화"" 라는 3가지의 운영 목적을 가지고 있습니다.&nbsp; 꿈을 향한 쉼 없는 도전! 중앙대학교 휴먼테크노 창업보육센터가 기업미래의 푸른하늘이 되어드리겠습니다.</p>",centers,{'dummy': None}
centers_132,"센터명: 창원대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 24
건물명: 창원대학교 창업보육건물
주소: 경상남도 창원시 의창구 창원대학로 20
우편번호: 51140
지역 구분: 경상남도
홈페이지: http://startup.changwon.ac.kr/main.html
센터 소개 유형: 참신한 아이디어와 뛰어난 기술력을 가진 예비 창업자 또는 창업 초기 기업에게 사업공간 제공, 경영기술 지도와 정보제공 등으로 이들이 보다 안정적인 창업을 할 수 있도록 함으로써 창업 성공률을 제고시켜 중소·벤처기업 창업육성의 전진기지 역활을 수행하는 전문 보육기관입니다.",centers,{'dummy': None}
centers_133,"센터명: 창원문성대학교 창업지원단 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 31
건물명: 창원문성대학교 창업지원단 창업보육건물
주소: 경상남도 창원시 의창구 충혼로 91
우편번호: 51410
지역 구분: 경상남도
센터 소개 유형: 본 센터는 산학협력사업과 취업연계 프로그램 융합 및 효율적 역할 강화, Partner Ship 운영위원회와의 실질적인 교류를 통한 산학협력 실적 확대를 위한 인프라 및 네트워크 구축, 산학협력 실적간의 융합을 통한 새로운 아이템 도출, 산학협력 친화형 대학체제 구축, 운영위원회의 인계를 통한 지역발전 및 취업연계프로그램 정착을 지원합니다.",centers,{'dummy': None}
centers_134,"센터명: 청주대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 36
건물명: 미래창조관
주소: 충청북도 청주시 청원구 안덕벌로104번길 28
우편번호: 28497
지역 구분: 충청북도
홈페이지: http://bic.cju.ac.kr
센터 소개 유형: 청주대학교 창업보육센터는 창업보육을 희망하는 자에게 산업계와 대학 그리고 연구 기관과 정부기관이 공동으로 참여하여 독립된 업체로 성장할 때까지 필요한 각종 시설, 장비, 행정, 기술, 교육 등을 지원함으로써 지역의 정보화 산업 역량을 증진시키고 기술집약형 중소기업의 창업촉진을 통하여 지역경제발전에 기여함을 목표로 하고 있습니다.",centers,{'dummy': None}
centers_135,"센터명: 충남대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 137
건물명: 충남대학교 창업보육건물
주소: 대전광역시 유성구 대학로 99, 산학연교육연구관(W1) 910호 (궁동)
우편번호: 34134
지역 구분: 대전광역시
홈페이지: https://startup.cnu.ac.kr/startup/index.do
센터 소개 유형: <p style='line-height: 33.6px; font-family: ""Nanum Gothic""; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;'> 충남대학교 산학협력단은 2004년 2월 설립 이래 대학의 창의․개발․봉사의 이념을 기반으로 세계수준의 산학협력이라는 비전의 달성을 위하여 지속적인 지원과 노력을 기울여 왔습니다. 또한, 4차 산업혁명시대를 맞이하여 안정적인 연구지원 인프라를 바탕으로 대학이 나아갈 방향인 학문발전과 산학협력 활성화를 통해 학문분야의 동반 성장을 추구하며, 신기술개발 및 고등연구인력의 육성을 기반으로 지역기반산업과 유기적인 협력으로 국가경제발전에 기여하는 견인차 역할을 수행하고자 노력하고 있습니다. 앞으로 충남대학교 산학협력단은 연구 및 산학협력 분야에서 지속적인 변화와 혁신을 통하여 글로벌 경쟁력을 갖추고 지역산업과 동반성장하는 국내 최고의 연구중심대학이 될 수 있도록 최선의 노력을 다하겠습니다.<br> </p>",centers,{'dummy': None}
centers_136,"센터명: 충북대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 50
건물명: 충북대학교 창업보육건물
주소: 충청북도 청주시 서원구 충대로 1 (개신동)
우편번호: 28644
지역 구분: 충청북도
홈페이지: http://startup.cbnu.ac.kr/index.php/sub03/0301
센터 소개 유형: 충북대학교와 창업지원단 그리고 산학협력단이 함께 스타트업 기업과 창업 노하우 및 창업보육의 체계적 지원을 통하여, 지역 창업선도대학으로서 지역사회와 충북대학교의 창업핵심기관으로서의 역할을 충실하게 이행하겠습니다.",centers,{'dummy': None}
centers_137,"센터명: 한국교통대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 55
건물명: 한국교통대학교 창업보육건물
주소: 충청북도 충주시 대소원면 대학로 50
우편번호: 27469
지역 구분: 충청북도
홈페이지: http://utbi.ut.ac.kr
센터 소개 유형: <p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">안녕하십니까? 저희 센터를 찾아주셔서 감사합니다. 저희 센터에서는 창업자와 창업기업의 성공을 돕기 위해 최대한 노력하고 있습니다. 창업은 개인적 관점에서 소중할 뿐만 아니라 사회적으로도 유용한 것입니다. 직장을 창출하고 일자리를 만들며, 자원의 새로운 가치를 창출하게 합니다. 창업성공은 생각만 해도 가슴 벅찬 일입니다. 그러나 창업과 수성이 쉬운 일이 아니기 때문에 저희들은 실패 없는 창업성공을 위해 학교의 인적, 물적 자원을 포함한 모든 인프라는 물론 외부의 지원정책 등을 창업초기 기업들이 잘 활용할 수 있게 연결해주고 용기를 북돋아드리는 일에 최선을 다하겠습니다. 창업성공과 좋은 나날 되시기를 기원 드립니다. 감사합니다.</p>",centers,{'dummy': None}
centers_138,"센터명: 충청대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 47
건물명: 충청대학교 창업보육건물
주소: 충청북도 청주시 흥덕구 대농로 55
우편번호: 28425
지역 구분: 충청북도
홈페이지: http://www.ok.ac.kr
센터 소개 유형: 창업 및 신기술의 보유를 희망하는 자에게 산·학·연·관이 공동으로 참여하여, 독립된 제조업체로서 성장할 때 까지 필요한 행·재정적 지원을 하여 창업촉진 및 창업성공률 제고를 통한 선진경제 실현과 지역 경제의 활성화에 기여함을 목적으로 하며, 이를 위해 창업보육에 필요한 내·외부의 인프라 지원 및 네트워크 구축, 창업보육 졸업업체의 사후 관리, BI간/BI내 입주업체간의 정보교환 및 협력체제를 구축하여, 경쟁력 있는 BT 및 IT 산업의 육성을 운영목적으로 한다.",centers,{'dummy': None}
centers_139,"센터명: 포항공과대학교 기술지주 창업보육센터
센터 유형: 창업보육센터
건물명: 포항공과대학교 기술지주 창업보육건물
주소: 경북 포항시 남구 청암로 87 (지곡동, 체인지업 그라운드)
우편번호: 37673
지역 구분: 경상북도
홈페이지: http://www.postechholdings.com",centers,{'dummy': None}
centers_140,"센터명: 한경국립대학교 창업보육센터
센터 유형: 창업보육센터
보유 공간 수: 24
건물명: 한경대학교 창업보육건물
주소: 경기도 안성시 중앙로 327
우편번호: 17579
지역 구분: 경기도
홈페이지: http://sanhak.hknu.ac.kr
센터 소개 유형: 창업보육센터는 산ㆍ학ㆍ연 협력 체제를 바탕으로 역량있는 중소기업 및 벤처기업을 발굴 지원하는데 그 목적을 두고 있으며, 대학의 인적 물적 인프라를 활용할 수 있는 효율적인 운영체제를 구축하고 있습니다.",centers,{'dummy': None}
